110,133,325,180
91,123,355,194
67,118,385,190
31,106,436,200
10,95,470,220
1,91,503,232
1,101,537,242
11,105,557,253
27,108,580,251
44,95,595,263
65,98,575,260
84,110,555,249
89,108,550,251
91,95,548,264
116,99,524,257
145,92,494,266
137,98,502,261
110,90,529,268
74,98,564,239
40,120,599,239
1,132,640,224
1,129,637,228
1,111,640,245
1,88,640,270
1,50,639,306
1,53,639,301
1,70,639,286
14,73,625,286
17,73,622,285
1,74,639,285
1,67,640,292
1,70,640,287
1,79,640,280
1,88,582,270
1,98,541,260
1,91,508,266
1,103,512,246
1,105,520,238
12,105,501,244
43,104,449,254
105,100,397,258
168,89,340,246
213,79,300,243
265,74,245,223
259,82,249,201
257,85,237,194
234,83,237,169
218,86,240,170
207,106,239,154
224,126,236,132
