365,410,132,81
353,408,159,83
349,408,181,78
350,406,172,78
344,406,192,74
341,404,200,74
338,405,206,75
334,404,210,78
329,400,210,84
328,401,206,89
332,399,187,90
331,396,188,94
332,397,137,90
334,395,86,79
339,394,79,80
341,390,99,101
343,392,83,101
312,389,109,104
303,391,121,104
289,394,139,103
296,395,133,105
210,394,226,113
210,396,229,113
181,394,260,119
198,393,246,119
194,393,256,121
195,393,254,123
200,394,251,95
209,391,242,98
222,390,226,100
232,392,225,101
226,390,226,105
255,389,197,104
283,389,182,108
311,388,188,112
339,390,188,107
357,389,217,109
353,392,237,95
345,387,260,97
349,389,252,97
342,386,271,92
339,388,277,95
335,386,287,101
331,386,282,108
328,381,292,113
327,381,227,111
325,379,190,118
331,374,147,114
327,379,160,113
329,377,204,131
329,375,182,133
331,372,151,141
278,373,186,139
245,371,186,134
228,371,199,139
131,375,295,134
132,373,295,141
67,369,353,161
85,373,333,159
86,369,334,170
78,375,345,137
72,378,345,139
72,375,343,129
78,371,330,135
81,376,318,133
101,374,299,137
122,377,277,138
111,376,293,140
156,375,284,140
185,382,291,138
223,384,305,136
264,387,298,134
255,388,324,126
254,389,342,124
247,387,364,118
243,387,373,121
238,388,374,119
234,384,383,129
231,382,381,135
230,381,374,141
233,380,341,151
237,383,330,148
243,380,309,156
245,376,290,160
244,378,293,164
225,372,220,164
189,375,236,166
186,369,239,175
81,375,319,167
53,380,339,161
12,376,389,170
1,380,397,172
1,381,401,182
1,382,401,185
1,383,402,180
1,385,399,174
1,382,398,160
1,383,390,163
1,381,383,164
1,382,366,170
1,383,361,169
1,381,363,165
16,382,384,165
53,383,390,163
53,382,391,158
99,385,403,154
140,385,403,156
186,390,383,139
196,387,392,137
188,383,412,138
186,385,424,133
185,386,432,135
187,383,430,136
188,380,425,145
40,434,880,70
195,381,410,147
204,379,373,154
214,375,352,162
221,372,338,166
208,369,329,174
188,362,322,180
168,366,329,183
148,360,313,191
143,367,316,179
33,366,390,184
1,369,397,177
1,373,394,167
1,373,401,169
1,375,403,176
1,373,408,178
1,375,407,186
1,376,404,186
1,373,407,187
1,373,400,155
1,375,391,156
1,376,383,155
1,372,391,162
10,379,419,155
52,379,421,155
85,382,437,154
87,380,439,154
132,380,430,150
230,384,382,132
235,382,371,139
224,380,398,136
221,378,411,127
219,376,418,130
212,376,427,132
214,375,421,140
211,367,413,149
218,367,375,143
217,367,372,140
217,368,366,148
222,365,353,160
215,363,344,165
187,362,301,153
176,364,263,155
159,362,283,161
59,360,360,164
24,362,377,161
27,363,376,166
1,361,391,162
1,368,390,163
1,361,399,172
1,364,397,171
1,367,410,165
1,361,411,141
1,359,412,144
1,362,414,144
1,361,412,142
8,358,396,142
11,357,392,146
31,358,411,149
61,357,425,144
90,362,431,141
128,362,428,143
172,363,440,140
215,366,420,136
260,365,390,131
267,368,381,133
265,367,396,121
263,370,408,115
263,369,412,114
261,374,414,116
264,366,415,135
264,368,406,135
270,369,393,140
273,365,322,144
273,369,327,139
279,363,351,151
253,364,363,159
229,360,290,155
218,361,285,157
202,361,285,157
97,361,387,165
53,361,408,165
41,364,422,164
1,366,488,170
1,364,463,172
1,366,426,173
1,368,428,172
1,365,440,182
1,367,437,145
1,362,435,155
1,367,431,148
1,368,428,145
1,365,445,157
1,363,445,152
18,369,465,152
29,367,492,155
61,366,503,152
100,366,516,147
150,371,496,136
188,373,478,134
241,373,442,129
259,370,435,120
258,368,431,123
254,365,442,122
250,365,447,124
245,367,450,132
249,363,444,144
252,361,444,147
255,363,409,150
248,356,412,159
256,363,410,151
231,359,374,154
211,350,426,168
193,354,424,175
182,353,412,177
89,348,485,185
47,357,503,174
1,356,529,181
1,356,485,175
1,357,477,170
1,357,441,176
1,361,440,171
1,360,435,175
1,356,434,161
1,353,437,158
1,352,433,164
1,350,424,162
1,353,426,165
1,346,463,173
1,348,500,172
1,350,504,170
1,347,544,174
29,352,557,162
74,355,561,159
106,357,555,156
149,351,532,155
196,355,504,145
233,357,476,137
232,357,473,132
240,358,476,128
243,360,472,125
241,354,478,136
242,352,480,147
246,352,467,149
249,354,433,148
248,352,348,156
222,352,410,154
228,347,439,171
183,344,346,166
180,343,353,169
100,341,424,176
69,344,466,178
33,342,481,180
1,342,499,182
1,348,471,178
1,350,483,177
1,350,456,174
1,352,437,175
1,351,439,185
1,347,444,187
1,345,453,171
1,349,457,162
1,349,451,169
1,351,457,166
1,353,483,167
1,350,523,177
1,351,522,176
