381,465,105,230
341,533,138,186
385,525,117,195
361,515,120,204
310,527,134,192
275,535,126,184
258,512,92,207
242,486,34,223
232,519,72,192
246,565,20,115
241,580,7,86
244,579,9,77
235,564,8,96
211,546,18,139
178,494,27,171
188,461,10,45
211,427,32,209
272,466,29,216
345,499,26,219
383,519,22,200
393,471,31,209
400,301,52,261
492,158,29,271
565,98,30,289
620,88,23,309
642,93,26,313
653,101,27,311
649,117,31,310
652,151,32,306
659,206,26,296
644,271,39,292
648,377,31,207
656,414,18,157
627,442,39,234
625,440,32,242
621,394,30,297
623,400,32,299
631,415,34,299
633,426,31,293
628,429,34,290
626,423,33,296
622,420,38,299
626,415,39,304
633,409,38,310
635,405,37,308
633,404,37,306
628,407,39,304
630,410,39,301
