679,238,60,53
565,262,41,54
450,336,60,59
371,457,40,51
315,507,31,33
310,444,43,40
380,363,56,39
465,290,38,64
648,294,56,66
806,351,42,64
860,402,70,40
879,358,55,28
892,300,57,40
912,275,48,28
892,306,36,46
834,407,43,41
744,496,49,25
685,470,21,33
644,407,37,35
628,346,39,27
709,297,32,79
865,346,48,74
972,422,57,74
948,423,87,45
815,306,38,66
629,233,107,82
495,319,87,69
423,453,37,49
305,482,35,35
231,402,58,34
257,302,57,51
371,243,49,57
512,250,55,56
611,285,54,56
585,280,24,72
432,321,33,62
343,383,30,56
321,409,54,46
349,388,55,32
390,304,56,29
427,237,44,41
454,218,20,47
472,261,26,44
481,348,42,52
484,400,41,20
515,354,43,35
559,301,18,39
597,315,43,38
630,357,23,28
627,436,46,43
617,445,40,24
606,412,53,27
591,309,40,29
599,257,25,26
591,251,19,27
573,297,22,67
539,373,49,53
499,422,64,30
495,384,29,40
541,298,19,36
581,268,44,53
602,303,73,54
639,406,65,34
668,434,91,28
731,368,66,28
758,279,55,54
781,251,35,69
793,324,20,31
784,366,52,29
817,318,49,20
851,229,60,53
901,229,63,46
943,279,79,63
990,366,50,38
948,331,50,30
853,268,80,34
784,253,38,31
720,169,79,64
730,187,33,29
752,243,43,64
767,375,63,51
717,420,78,30
709,378,32,65
652,342,55,35
610,356,71,42
563,402,66,54
538,411,17,29
469,366,85,31
0,0,0,0
531,285,25,32
589,296,37,46
655,363,22,30
655,387,26,19
611,367,21,16
505,349,50,42
420,381,35,33
373,385,25,33
382,366,45,40
486,338,23,32
593,344,26,29
672,365,18,20
707,364,15,17
680,344,31,24
620,326,14,17
492,340,41,35
418,365,40,36
392,366,35,41
425,349,34,21
508,310,41,35
616,308,35,54
733,348,24,47
792,412,28,36
774,412,32,30
692,356,45,33
562,323,57,56
432,356,60,41
343,392,46,29
330,382,34,35
379,341,50,38
536,351,30,51
671,398,63,67
743,486,43,43
702,463,55,43
630,385,33,27
512,331,35,22
399,329,62,55
299,403,73,59
233,500,22,28
162,441,54,44
220,362,32,19
300,310,41,47
464,360,40,59
578,451,77,38
702,429,51,24
759,300,40,53
757,192,58,61
765,181,54,35
828,108,30,20
847,85,58,32
885,245,78,36
918,402,67,29
941,472,58,26
934,469,62,21
853,396,81,28
863,321,50,25
860,257,36,58
866,253,30,53
864,297,28,56
809,372,47,34
697,362,71,21
624,299,31,71
512,306,53,15
438,333,45,36
364,379,39,36
360,375,42,29
0,0,0,0
397,293,59,17
436,291,39,53
460,360,54,46
506,414,21,33
499,377,41,35
494,304,26,33
