365,382,40,28
372,372,35,27
444,381,30,35
0,0,0,0
489,394,32,29
493,399,34,25
546,395,23,19
569,394,19,51
524,427,21,45
490,438,18,43
442,444,28,39
367,353,23,47
295,307,37,36
288,296,31,39
338,303,16,38
368,331,21,43
369,349,17,42
362,357,19,39
331,367,22,42
296,378,27,26
273,383,37,35
320,371,23,28
0,0,0,0
367,404,25,42
356,408,26,44
327,361,19,38
300,357,26,40
291,365,21,32
180,363,29,40
134,356,32,31
159,339,34,40
216,343,17,57
247,373,33,35
256,371,26,53
251,375,27,44
224,372,23,41
161,370,30,45
72,380,39,45
4,396,51,41
0,0,0,0
10,453,44,55
105,492,34,60
195,467,28,65
255,473,27,55
286,487,43,49
355,482,51,54
461,504,49,64
568,553,66,66
656,621,90,79
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1180,471,55,37
1103,396,30,39
1034,347,22,39
