165,443,356,249
234,396,301,227
346,388,250,167
460,321,228,186
575,329,228,160
682,320,234,163
774,317,240,167
787,324,246,164
778,313,271,216
747,360,311,228
685,426,357,203
540,484,374,141
376,437,366,158
257,366,347,193
257,331,299,194
271,304,263,185
317,298,228,165
413,340,201,117
518,372,189,90
620,322,199,138
731,326,215,140
827,321,238,154
898,337,260,174
894,344,298,202
815,383,346,218
681,443,376,187
499,478,373,140
355,452,346,170
283,396,299,196
280,376,267,157
335,308,231,174
412,293,204,160
497,285,186,157
568,368,183,73
606,388,195,76
654,329,218,169
682,356,242,179
698,388,274,185
670,413,323,202
572,447,361,187
416,474,374,167
275,460,371,164
203,425,334,180
238,392,281,177
294,384,238,149
382,370,214,148
467,365,196,136
564,366,191,124
654,408,196,88
743,426,204,97
796,423,241,144
807,432,281,191
751,481,322,191
626,525,354,165
446,534,378,142
282,497,358,182
210,443,319,211
208,431,271,186
286,413,235,162
376,390,217,155
