466,177,464,271
454,227,490,207
453,254,506,131
450,324,510,69
404,360,520,44
349,361,519,42
324,379,513,47
344,372,491,43
386,344,481,51
406,348,492,49
386,355,515,44
355,351,515,50
357,362,509,65
378,356,511,84
413,336,514,76
426,346,513,69
406,358,510,42
375,358,508,48
368,357,512,59
376,368,507,55
384,340,510,75
379,285,505,114
387,268,488,179
403,212,429,321
482,165,262,400
538,148,139,443
593,161,44,465
578,168,82,489
560,174,95,488
547,164,80,504
531,176,64,499
521,184,44,488
493,194,44,474
480,221,39,452
457,216,43,456
430,214,44,460
404,213,49,461
375,215,65,458
348,216,79,453
336,218,87,452
329,218,89,452
331,215,92,456
334,216,86,456
344,212,83,457
369,210,61,462
380,213,53,462
385,216,46,457
384,210,46,461
