643,319,274,130
643,319,278,135
665,329,277,135
691,332,270,142
750,303,190,163
776,276,125,242
798,243,89,276
766,187,87,301
760,140,98,328
745,123,90,334
700,100,105,323
641,98,115,329
610,107,114,321
619,185,101,322
665,314,98,363
683,384,111,327
721,562,72,148
682,596,53,123
604,596,53,123
0,0,0,0
499,481,95,238
462,508,282,211
413,494,351,225
401,483,355,110
407,404,331,196
508,343,275,239
519,274,274,284
512,270,294,311
560,291,275,309
589,336,267,309
593,363,266,308
624,380,243,291
593,392,280,281
595,399,270,273
584,420,294,201
584,432,288,154
589,437,280,145
558,410,284,211
664,378,187,310
