490,326,367,381
525,327,324,355
562,377,304,339
543,395,282,312
519,187,360,497
483,248,401,464
478,316,363,402
511,376,313,340
495,340,340,374
491,393,346,322
478,415,364,302
482,371,355,344
487,360,319,354
522,406,280,313
569,326,207,390
647,419,118,298
636,440,136,276
638,444,132,274
575,471,212,245
502,468,380,249
429,468,469,154
454,4,425,342
0,0,0,0
484,297,356,259
519,294,248,350
518,294,245,349
517,291,224,352
518,293,221,350
522,295,223,348
516,295,225,348
512,295,226,348
513,301,223,350
518,296,219,358
521,297,217,356
520,298,217,357
520,298,217,356
519,302,218,353
519,301,216,353
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
525,277,278,335
715,213,108,191
757,65,106,221
0,0,0,0
597,543,159,176
603,592,106,127
534,368,122,351
328,240,282,253
219,262,326,209
217,259,306,220
233,249,288,235
360,265,252,360
266,270,354,272
305,266,335,251
218,350,438,207
258,360,397,222
286,372,369,242
260,456,352,261
339,437,253,279
222,412,373,274
197,458,391,259
144,477,446,145
157,439,435,180
189,489,420,169
198,463,420,168
236,382,395,241
323,295,345,311
557,331,146,294
607,434,179,237
613,475,232,233
579,473,265,237
449,332,379,384
480,269,372,440
419,314,446,403
347,346,486,371
348,381,461,334
416,373,362,341
574,488,181,228
559,504,189,210
535,484,186,232
560,499,182,188
464,522,246,189
495,452,298,265
454,467,345,238
432,533,388,165
455,501,362,178
454,544,364,142
448,532,367,154
481,379,337,339
506,370,305,346
489,433,314,279
498,495,304,225
477,471,323,247
481,415,345,221
470,388,356,191
490,471,330,248
483,471,340,222
487,460,325,259
483,503,312,215
503,391,239,327
486,321,335,358
495,401,346,267
468,466,430,251
463,472,423,246
457,437,325,276
471,374,294,343
485,323,308,392
476,295,311,421
484,335,304,379
476,378,306,340
491,501,295,219
478,468,307,248
483,410,291,304
478,468,298,247
476,473,299,246
569,403,269,310
613,444,132,271
619,461,134,253
586,454,132,259
517,394,146,322
382,271,192,407
416,319,95,394
372,323,171,394
376,436,137,281
369,401,226,317
374,458,249,258
