732,420,486,274
736,406,512,276
742,400,518,269
743,396,519,266
751,393,513,265
754,388,494,260
731,379,466,260
695,373,431,253
671,372,424,253
654,376,426,253
647,386,430,256
660,390,442,256
661,386,455,261
651,366,459,255
639,346,464,254
639,330,475,252
651,318,499,252
655,307,501,248
638,288,504,254
612,279,501,246
591,263,491,258
573,248,485,260
558,222,473,269
540,192,462,295
536,191,457,317
535,218,440,332
528,240,427,339
510,242,419,346
493,245,409,356
489,227,405,367
507,200,394,381
539,186,398,390
585,170,400,415
590,148,390,418
590,133,391,432
601,113,407,440
607,92,414,443
596,76,414,446
610,71,395,437
663,80,320,406
627,98,282,361
530,116,271,323
481,97,339,327
562,127,318,264
571,129,361,254
599,149,407,247
612,161,458,252
620,172,510,284
632,186,551,304
629,196,588,312
637,194,618,315
645,175,634,318
647,151,632,312
640,121,639,313
681,129,598,306
737,156,542,288
783,189,496,269
831,196,448,266
866,190,413,265
907,189,372,216
940,193,339,203
975,198,304,198
1018,216,261,175
1065,235,214,144
1113,236,166,141
