818,483,230,121
788,478,240,125
772,478,236,126
749,487,241,120
735,480,235,125
712,492,231,114
699,489,227,114
677,496,230,98
664,486,224,101
684,488,177,105
640,480,200,102
621,478,202,105
616,485,188,107
610,487,174,103
613,489,175,94
583,498,192,94
575,499,195,93
563,485,196,106
550,496,207,104
541,501,208,99
542,501,195,105
531,502,162,105
514,542,120,77
495,522,134,106
475,527,192,109
469,511,214,120
449,514,215,78
411,496,218,84
384,495,228,87
364,498,224,103
347,494,217,106
337,498,216,98
339,491,191,100
323,486,178,79
311,477,210,91
263,454,118,66
245,429,133,94
217,402,137,98
187,377,166,100
172,331,165,174
168,348,115,188
168,355,97,199
183,384,129,187
202,428,137,168
238,443,116,176
249,472,113,170
287,471,85,190
299,470,85,215
313,475,77,207
322,475,72,208
341,488,57,192
356,532,70,147
356,535,81,142
356,533,94,145
320,542,132,128
302,538,184,130
288,540,202,126
282,538,212,123
275,541,222,121
320,541,129,121
324,558,131,120
317,561,215,111
370,546,199,122
418,541,182,112
475,526,159,117
477,516,184,129
495,508,195,122
512,491,206,126
526,492,222,100
545,495,222,101
570,498,224,94
600,495,213,101
624,499,208,99
628,494,222,106
659,509,208,91
749,518,127,80
760,511,125,90
750,502,153,97
739,484,174,103
736,480,183,96
719,470,210,105
730,456,211,110
752,452,200,114
788,451,187,107
819,457,199,119
877,471,181,117
887,475,203,123
980,508,137,98
983,491,161,118
991,493,172,123
