601,334,79,117
625,326,76,119
644,319,75,120
655,312,74,123
659,314,78,119
664,313,78,118
667,314,77,118
663,318,86,116
661,320,90,117
602,331,186,110
604,322,189,118
623,324,170,110
630,323,162,113
624,319,176,114
517,283,235,86
376,324,133,114
391,322,114,96
447,334,86,82
490,331,76,92
534,335,76,87
592,301,72,92
622,292,72,101
636,296,69,94
627,304,91,99
623,322,107,88
643,332,91,79
652,336,75,75
651,330,123,89
643,303,135,121
641,306,133,118
627,317,148,114
516,284,229,122
0,0,0,0
385,411,149,145
404,463,153,71
434,470,160,70
402,472,127,89
463,479,103,84
502,462,143,91
433,458,168,79
341,521,119,60
376,474,127,78
402,411,152,117
436,398,160,87
478,370,165,98
526,351,167,97
575,343,144,115
632,335,80,106
672,251,68,136
761,186,120,105
744,173,150,110
748,155,133,141
752,166,106,92
676,189,133,92
680,236,86,72
614,262,90,74
448,421,222,127
438,420,214,127
438,407,180,134
450,393,178,138
464,374,155,144
516,353,101,147
538,334,82,140
511,305,114,169
512,279,141,192
501,290,153,130
499,285,156,141
482,295,171,159
555,342,78,107
546,336,80,141
546,335,83,141
547,325,95,151
