504,157,281,198
510,159,273,177
530,132,220,177
525,107,213,206
526,95,170,212
536,61,102,218
475,33,140,211
361,4,245,175
320,1,285,153
290,1,308,140
262,16,306,136
242,15,203,164
153,60,162,176
79,117,227,196
1,239,227,206
1,320,186,200
1,425,129,166
1,488,78,170
1,543,104,164
1,583,126,137
1,598,136,121
6,600,212,119
1,574,269,146
1,554,258,165
1,536,241,183
1,496,265,211
1,440,262,211
1,395,269,205
8,342,277,195
30,283,285,205
224,275,142,168
247,286,235,146
295,283,246,136
345,296,264,111
410,296,280,119
509,296,243,103
657,311,172,99
660,314,220,116
698,345,271,140
745,360,276,138
767,368,276,133
776,356,276,144
781,362,279,139
798,362,278,157
826,367,255,144
884,401,211,143
903,424,197,151
929,444,164,118
935,467,111,111
948,493,115,109
688,343,203,135
921,577,130,142
906,611,145,108
889,644,145,75
