690,152,59,301
752,160,46,274
784,171,63,200
792,195,118,223
809,219,145,185
781,244,207,200
813,270,201,138
768,294,266,145
754,315,286,118
762,333,267,91
712,351,289,71
710,362,265,53
694,369,261,55
744,370,191,55
678,376,176,30
672,379,191,35
662,373,163,35
705,370,100,34
655,354,127,51
654,351,99,49
690,341,32,34
638,320,61,90
638,308,42,94
634,281,34,121
622,261,31,150
605,248,39,164
588,228,30,181
566,218,42,191
563,231,41,180
522,201,79,210
500,206,81,171
474,219,110,192
437,217,147,204
406,231,161,176
375,243,212,184
350,260,240,166
323,272,279,156
306,306,235,88
298,339,285,76
296,363,332,65
319,388,328,68
334,406,329,85
356,409,324,93
396,399,301,104
443,373,281,116
494,354,261,110
545,313,237,160
592,255,223,225
631,193,224,296
696,129,204,371
743,108,182,396
800,92,156,412
856,88,129,425
927,90,125,392
1014,104,117,368
1033,141,193,326
1038,167,241,292
999,253,281,243
995,301,285,183
998,338,282,132
990,359,290,108
990,379,290,84
991,382,289,75
991,380,289,70
990,374,290,73
985,353,295,94
977,340,303,108
971,327,262,114
965,316,235,125
958,312,200,122
954,284,162,136
933,269,149,154
918,256,152,170
920,239,144,169
907,226,151,185
354,322,373,188
880,213,154,197
867,213,132,195
851,216,116,193
838,222,95,182
840,226,77,136
828,236,67,116
806,254,64,108
797,279,62,73
783,297,64,57
792,317,31,30
766,333,34,30
713,350,56,26
697,348,29,25
664,348,38,26
638,342,37,21
599,317,39,46
565,292,78,124
542,297,81,116
489,246,74,115
447,232,130,189
422,213,130,214
390,197,143,238
373,187,54,48
361,181,62,56
369,179,66,55
391,183,47,59
419,189,46,54
352,193,122,172
339,198,131,164
300,202,156,174
223,196,182,273
222,201,150,260
216,192,88,279
192,188,51,294
159,176,67,302
126,168,110,312
110,140,142,326
108,127,153,356
106,112,156,369
125,100,137,357
140,98,126,351
174,92,90,363
216,95,79,359
220,92,92,363
228,94,98,326
224,77,118,375
226,80,138,377
225,79,172,378
227,79,200,380
224,82,232,382
228,91,253,379
236,94,272,372
241,95,275,376
285,94,237,344
304,91,215,318
292,98,228,374
346,85,179,310
351,76,188,322
324,75,234,390
334,82,238,397
345,88,239,395
355,82,234,404
355,90,232,396
349,95,228,397
342,100,225,398
348,110,205,393
364,108,198,401
377,106,199,401
379,105,221,406
379,114,245,405
375,128,259,403
375,141,260,393
379,142,258,393
389,137,250,395
